  Piemonte;4252279
  Valle d'Aosta / Vallée d'Aoste;123337
  Liguria;1507438
  Lombardia;9965046
  Trentino Alto Adige / Südtirol;1077932
  Veneto;4854633
  Friuli-Venezia Giulia;1197295
  Emilia-Romagna;4431816
  Toscana;3676285
  Umbria;859572
  Marche;1489789
  Lazio;5715190
  Abruzzo;1273660
  Molise;290769
  Campania;5590681
  Puglia;3912166
  Basilicata;539999
  Calabria;1844586
  Sicilia;4801468
  Sardegna;1579181